word,sentence1,sentence2,label
nomear,[...] o Ministério [...] e González nomearam Juan Yanez como embaixador [...].,[...] Eduardo Chagas foi recentemente nomeado como um dos dois representantes [...].,1
investigar,Trata-se de investigar os agentes desta mudança [...].,A Polícia Judiciária está a investigar a morte de José António Tomé [...].,1
gizar,"Não pode ser uma estratégia que já foi gizada no passado, ou que está nos livros"", afirma.",A esta luz estão gizados colóquios e exposições ao longo destes quatro anos.,1
queimar,Podem por isso ter juntado mais lenha à fogueira em que já se estão a queimar.,"A primeira, era uma rapariga que foi queimada com ácido sulfúrico na rua, por andar de saia curta.",1
apertar,"É difícil, numa cúpula de 40 metros de comprimento, você apertar um botão e fazê-la caminhar.",[...] as dúvidas das muitas pessoas que na quinta-feira se apertaram no salão [...].,0
sublinhar,A mesma fonte sublinhou que os enfermeiros da Misericórdia estão descontentes [...].,"[...] foi de lápis na mão, sublinhando os textos de Óscar Lopes [...].",0
votar,"Dos 15 juízes do Supremo, nove votaram a favor do seu julgamento e seis abstiveram-se .",Penso que muito do eleitorado [...] votou Cavaco [...].,0
destacar,Entre outros exemplos deste esforço [...] destaca a criação do sistema Edilivros.,"[...] tendo a EDA revelado um volumoso coágulo no antro, que se destacou após lavagem.",0
reservar,"Mas Narciso reserva outras ""surpresas"" a Jorge Coelho.",Resta saber se Saddam reserva alguma proposta-surpresa para o novo Presidente.,1
chamar,[...] perguntar se o filho se chamava José António [...].,"Ambas as versões se baseiam no mesmo ""núcleo de código"", como lhe chama a Microsoft [...].",0
receitar,"No espaço de nove meses, só a um doente, receitou mais de 10 mil comprimidos [...].",[...] o Rui voltou mais tarde a experimentar novos medicamentos que ali lhe foram receitados.,1
equacionar,Não equacionou a possibilidade de levar a lei à AR [...].,[...] torna-se necessário equacionar se o país será capaz de absorver tantos milhares de bolseiros.,1
enfraquecer,"Em Moscovo, a ideia que prevalece é que o Ocidente tenta enfraquecer e isolar a Rússia.",[...] o alcance [...] fica [...] enfraquecido pelo facto de se registar [...].,1
recorrer,As empresas recorreram desta decisão e até hoje ainda nenhuma pagou as multas.,[...] os visados possam recorrer junto de uma comissão militar [...].,1
cruzar,Também ter um macho chocolate que não se deve cruzar com ela por causa da cor.,"Ontem, no Autódromo do Estoril, a meta foi cruzada [...].",0
pesar,[...] na sua decisão pesou o facto de as indemnizações compensatórias serem atribuídas [...].,A mulher pesa 136 quilos.,0
assumir,O que foi lhe assumido por todos.,"Se Lunceford e Ellington, cada um à sua maneira, se assumiram como encenadores musicais [...].",0
queixar,A um município que se lhe queixou de que o PSD infringiu a lei [...].,[...] quando me queixei acerca de uma pessoa de família [...].,1
evocar,Outros heróis [...] são também evocados na poesia [...].,Ainda hoje os durienses evocam o seu nome [...].,1
esmifrar,"[...] Groucho encontra [...] Margaret Dumont, a quem já esmifrara o dinheiro [...].","Estamos a ser esmifrados em nome da harmonização da CEE e tem de ser já, já.",1
contar,O presidente da Finangeste contava que a empresa começasse a pagar aos dois bancos [...].,Os organizadores contavam com a adesão dos jovens e estudantes [...].,0
traduzir,"Mas o número considerável de oportunidades para os ""encarnados"" em nada traduzia o que se passava.",[...] anos depois de a sua poesia ter sido traduzida por Paulo Quintela.,0
atenuar,"Um primeiro passo seria atrasar [...], atenuando o montante despendido.",[...] o saldo negativo de 80 mil contos foi atenuado com os cerca de 40 mil contos [...].,1
esconder,[...] nada podia fazer porque os gestores lhe escondiam informação.,Os membros do Majed [...] escondiam armas em árvores e postes eléctricos.,0
amansar,[...] a metamorfose [...] foi como a de Orfeu amansando as feras citadinas.,Agora a JC parece ter sido amansada pelo próprio instigador da irreverência de então.,1
decorar,[...] como quem decora uma história infantil ou uma mancha de cor de Van Gogh.,[...] o teatro é especialmente decorado para os festejos.,1
concordar,Verdade [...] é que a Rússia concordou fornecer urânio [...].,Todos concordam [...] em que é necessário criar mais dois ou três juízos [...].,0
abalroar,Camião abalroa 16 automóveis.,[...] carro da vítima tinha sido abalroado por outro.,1
apostar,[...] a Federação Portuguesa de Judo aposta no russo Valery Dvoinikov [...].,"Aposta na integração europeia, dirigida por um governo moderado.",1
cotar,[...] a Engil SGS foi cotada na bolsa.,[...] os professores [...] limitam-se a verificar se todas as perguntas foram cotadas [...].,1
melhorar,"De tarde o tempo melhorou, e os aviões já puderam aterrar.",A Urbanizadora da Praia do Sol pretende melhorar a assistência nas praias [...].,0
inverter,Todo o problema reside em inverter esse caminho [...].,Os papéis estão invertidos [...].,1
colmatar,Uma fonte da Capitania [...] colmatando assim o processo [...].,"Os tempos da Internet serem novidade já lá vão, mas nem assim estes 2 problemas estão colmatados.",1
esquecer,Há que não esquecer que os bancos já estão na TVI [...].,[...] gostaria que não fosse esquecido que os universitários estão a defender [...].,1
fundir,"De acordo com a proposta final, o BCP pretende fundir 75 acções numa só.",A rainha [...] vai fundir o seu gabinete com o do filho Carlos [...].,0
atemorizar,Não me atemorizam transferências de soberania.,[...] os holandeses nunca se atemorizaram.,1
profissionalizar,A Palhaços d'Opital [...] quer profissionalizar dois palhaços [...].,Foi a primeira mulher a profissionalizar-se como cavaleira tauromáquica em Portugal.,1
compensar,"Em troca, os operadores vão dar [...] para compensar os trabalhadores da perda destas regalias.",Mas ele pode compensar isto com o seu entusiasmo.,0
enfraquecer,Mitchell diz que a economia americana está enfraquecida [...].,O facto de haver consultas populares enfraquece a posição de Portugal? ,1
classificar,[...] quando se classifica [...] como uma escritora que faz jornalismo [...].,"[...] este filme que, desde o lançamento, se classificou como o sétimo filme mais visto [...].",1
arrumar,São 9h25m e Moniz Pereira arruma o automóvel junto ao estádio [...].,"[...] o trabalho do antigo 643 estava terminado, pelo que o carro de 91 foi arrumado no camião.",1
traduzir,"Mas o número considerável de oportunidades para os ""encarnados"" em nada traduzia o que se passava.",[...] Fernando Pinto do Amaral [...] traduziu a obra [...].,0
envelhecer,Dois deles estão num estado extremamente envelhecido.,Envelhece na garrafa depois de ter sido engarrafado entre o segundo e o terceiro ano de idade.,0
classificar,"[...] um douto professor [...] que classificou liminarmente de ""mau plano"" um PDM [...].","O autarca classificou as suas relações [...] como sendo ""as melhores"" [...].",1
arredondar,[...] o valor da factura foi arredondado para escudos [...].,Mas quando ele decidiu produzir uma cadeira de tesoura [...] arredondando as formas [...].,0
puxar,A meio da manhã começa a ser puxada de terra.,"Este não hesita: puxa de um velho ""Expresso"" de há quatro anos [...].",0
ressalvar,"Porque querem ressalvar a hipótese de ficarem perto da maioria absoluta, mas não a atingirem.","Ontem, ressalvando o facto de estar eticamente impedido de se pronunciar [...].",1
alardear,"Pauline alardeou as suas ideias xenófobas pelo ""outback"" australiano [...].",Ele alardeava ter farta documentação para comprovar o desvio de verbas [...].,1
descontrolar,Triste fim para quem um vírus descontrolou a sua resistência física.,Basta recordar a facilidade com que as pessoas se descontrolam [...].,1
receber,Maria José e Luís Gerardo recebem o Público [...] na varanda da casa [...].,Os integrantes dessa equipa receberão depois um prémio de 1000 dólares cada.,0
adormecer,"Kyogre, criador dos mares, foi adormecido por Rayquaza.",PS está menos adormecido do que no passado,1
revelar,Este indicador revela que a opinião pública portuguesa é ainda pouco sensível [...].,Fontes bem informadas revelaram que um grupo [...] está a pensar numa junção [...].,0
impedir,A diabolização do cânhamo [...] tem impedido o desenvolvimento das suas aplicações [...].,Porque não gosta deste tempo de miséria que impede que a poesia exerça as suas funções [...].,1
encolher,[...] este tratamento faz encolher os testículos.,"Encolha a barriga, estique os músculos das coxas e olhe em frente durante 20 segundos.",0
edificar,[...] duas das enormes rochas por entre as quais o convento foi edificado.,[...] os terrenos onde estão edificadas duas capelas [...].,1
brindar,[...] esta companhia [...] havia brindado os espectadores com um dos melhores espectáculos [...].,"Mesmo assim, o seu falhanço foi brindado com palmas.",1
contra-atacar,"Damásio contra-atacou desfiando os ""pecados"" de Cunha Leal [...].","Peço desculpa, mas não podem estar aqui, contra-atacou o engenheiro.",1
adiantar,Adianta-lhe rezar para tentar vencer Jesus e os seus discípulos?,"[...] uma forma doutrinária, adiantou José Manuel Meirim.",0
aparentar,[...] naquilo que aparenta ser uma corrida armamentista nuclear.,"Assim, se a sua obra se aparentava formalmente às pesquisas de um Max Ernst [...].",0
repetir,Os cientistas repetiram os testes em 45 crianças [...].,A frase é repetida de poucos em poucos minutos [...].,1
questionar,LPN questiona a Comissão das Comunidades Europeias sobre a classificação [...].,Van Oijen é questionado sobre se a eutanásia não contraria o mandamento bíblico que proíbe matar.,1
alongar,"[...] mas há um sol quente e apetecido, praias de areias finas, noites que se alongam até ser dia.",Pinto da Costa também não se alongou muito [...].,0
indignar,"Somos corajosos porque nos indignamos, somos piedosos porque nos comovemos.",[...] o que mais indignou os profissionais da RTP-Porto foi o facto de o comunicado [...].,1
combinar,Quando a respiração boca-a boca se combina com a massagem cardíaca [...].,"Justificando o fiasco da operação que combinou e planeou com o seu colega, Brás adiantou [...].",0
refletir,Existem [...] factores que se reflectem no facto de a incidência deste cancro ser superior [...].,O facto de estarmos perante o Tribunal leva-nos [...] a reflectir sobre a justiça militar em si.,0
caricaturar,Os sindicalistas da Lisnave [...] caricaturaram Cavaco Silva [...].,"Seria, aliás, o próprio Raimundo Narciso a caricaturar a ""vontade de discutir"" que surgira na sala.",1
informar,[...] os médicos como as fontes [...] mais válidas para se informarem sobre a hepatite B.,[...] tanto a AN/TT como o Ministério da Cultura não estavam nformados desta iniciativa [...].,1
valorizar,Serão valorizadas as associações empresariais dos vários sectores [...].,"Os títulos [...] valorizaram ontem 5,2 por cento [...].",0
deduzir,[...] de modo a poder deduzir mais 5O contos ao rendimento colectável.,As quantias aplicadas [...] poderão ser deduzidas do rendimento tributável em IRS.,1
enfaixar,"São João diz que Cristo foi enfaixado conforme o costume dos judeus, membro por membro .",Um dos automóveis ficou enfaixado na caixa do camião de areia [...].,0
fiar,Para isso o matemático fiou-se em mapear toda a metamatemática para dentro da aritmética. ,Nunca mais lhe fiava.,0
ponderar,A questão não foi ponderada.,"No entanto, há que ponderar o facto de não ser justo classificar todos os agentes [...].",1
sufocar,"[...] lançou navalhas no seu apartamento, tentou sufocar a namorara [...].",Esta criança deveria ter sido sufocada no berço.,1
servir,O apelo caiu em saco roto e serviu apenas para gozo de um neófito e desconhecido deputado [...].,O socialista Jaime Gama não se serviu de eufemismos.,0
ramal,O ramal da ferrovia passa por aqui.,A linha do ramal foi ampliada.,1
exterminar,Porque durou muito mais tempo e porque os nazis exterminaram milhões de pessoas de outros povos.,Era o último exemplar de uma população [...] antes de ser exterminada pelos caçadores.,1
padronizar,Apesar do desejo federal de padronizar as votações [...].,"Porque, em Portugal, os proventos não são padronizados pelos restantes países da União!",1
ligar,O árbitro [...] dirigiu [...] nomeadamente não ligando aos pedidos [...].,[...] foram ligados entre si instrumentos electrónicos de diferentes marcas [...].,0
contar,Por isso optei por contar a história dos miúdos quando são velhos.,Podemos contar cerca de trinta rouxinóis do Parnaso na Primavera do canto.,0
petrificar,[...] Fernando Caeiros ficou petrificado com a informação que acabara de lhe ser prestada.,[...] Medusa que possuía a terrível particularidade de petrificar tudo o que olhasse.,0
outorgar,Já não se atreviam a impor privilégios velhos que o Velho lhes tinha outorgado [...].,"[...] acabou o ""estado de graça"" que lhe foi outorgado pela sua campanha [...].",1
contar,[...] uma assembleia de representantes que conta com 30 alunos [...].,"[...] para que possa haver uma relação directa, conta D. Joseph.",0
reter,"Além disso, o papel retêm os maus cheiros, enquanto a tinta os elimina.",Enquanto podia ia retendo o dinheiro do cliente [...].,0
pedir,[...] Cavalera cumpriu aquilo que muitos lhe pediam [...].,[...] sobre o qual os orgãos autárquicos se possam pronunciar.,1
agilizar,O Governo Regional apenas agilizou o processo.,Tudo foi agilizado dentro de um espírito de compreensão que eu acho assinalável.,1
assegurar,[...] o seu dinheiro electrónico [...] que lhe assegura apenas o pagamento de bens na escola [...].,[...] conforme foi assegurado pelo general Palaguna.,1
acalentar,A música de Sara Tavares acalentou o público.,"[...] uma relação mais estreita entre mãe e filho, que ajuda a acalentar o bebé [...].",0
equacionar,O Público apurou que a mesma decisão está a ser equacionado por parte da TSF.,[...] torna-se necessário equacionar se o país será capaz de absorver tantos milhares de bolseiros.,1
pagar,Um homem de 58 anos pagou 2600 escudos por uma caixa [...].,[...] apenas lhe foram pagos 25 contos mensais [...].,1
abordar,[...] a GNR abordou a mulher quando conduzia uma viatura na qual estavam as notas.,Mas o Público apurou que o ex-presidente já foi abordado [...].,1
envolver,"Não vamos esquecer os outros ""dossiers"" que envolvem a aprovação de directivas [...].",[...] como resposta à acusação de que esteve envolvido no alegado desvio de documentos [...].,0
prometer,Prometeu-lhe um emprego e violou-a durante uma semana.,A jovem emocionou-se quando lhe foi prometido que iria reencontrar a sua própria mãe [...].,1
roubar,"Um padre católico vai ser julgado pela acusação de ter roubado 2,8 milhões [...].","[...] uma mulher [...] ficou sem a carteira, que lhe foi roubada [...] por dois indivíduos [...].",1
expor,"[...] ""A Lista de Schindler"" [...] expôs as ""crianças à violência [...].",No salão profissional [...] estarão expostos todos os transportes públicos [...].,0
servir,Este período serviu ainda para anular parte das perdas matinais [...].,"Ao balcão, uma rapariga húngara serve o que há, cervejas, sandes, um café aguado.",0
propor,A intenção é propor datas à FIFA [...].,"O que sentiu quando eles lhe propuseram cantar Arsace em ""Semiramide""?",1
musicar,Não acredito que Amélia Muge [...] fosse capaz de musicar poemas [...].,Os poemas mais bonitos se calhar já estão musicados.,1
derrubar,[...] Lino derrubou Nandinho na área [...].,"Nogueira foi derrubado dentro da área, logo aos 2', e João Simãozinho nada assinalou.",1
privilegiar,É privilegiado o estabelecimento do contacto dos estudantes [...].,João Soares defende que filho não foi privilegiado pela autarquia que liderou.,0
marcar,[...] a JSD marcou um comício para a Doca de Alcântara [...].,O encerramento [...] foi marcado pelo sucesso [...].,1
propagandear,"Um mau negócio comercial para o país, ao contrário do que costuma ser propagandeado.",[...] deputados próximos de Pacheco viessem propagandear que os tempos são de unidade.,1
bater,[...] o Fluminense foi batido pelo Bangu por 3-0.,"[...]o outro ministro, que se bateu com Laborinho [...].",0
credenciar,Não podemos credenciar empresas se não tiverem capacidade de realizar um bom serviço.,[...] mais de 500 estavam credenciados [...].,1
transpor,Quem quiser transpor as fronteiras portuguesas [...].,Bowie está assim a transpor para o universo musical uma forma de radicalismo [...].,0
adorar,[...] o militante socialista [...] era adorado pelas varinas nazarenas.,Adorarás o Senhor teu Deus e só a Ele prestarás culto.,0
empenhar,[...] Maria Eugénia se empenha em divulgar a cultura [...].,[...] Sousa Mendes viu-se obrigado a vender os bens e a empenhar a casa [...].,0
ligar,O árbitro [...] dirigiu [...] nomeadamente não ligando aos pedidos [...].,E se as duas coisas estivessem irremediavelmente ligadas?,0
calçar,Tinha calçado um par de pantufas inchadas de pêlo velho.,[...]  trabalham a elevado ritmo à procura que o vencedor calce os seus pneus.,0
provar,O ex-número um mundial voltou a provar que está disposto a regressar [...].,"[...] foi certificar-se da validade do bilhete a um quiosque, onde lhe provaram que era falso.",1
copular,"[...] tudo faz para se meter na cama da senhora, copular com ela [...].",[...] os portugueses copularam com fins reprodutivos mais vezes que nos anos anteriores.,1
declarar,[...] 25 estados da União Indiana e a capital Nova Deli declararam alerta sanitário [...].,[...] garantiu que as mesmas já declararam ao Tesouro Federal as mercadorias [...].,0
viver,Detestava os pintores alemães que viviam em Roma.,Os pais estão a divorciar-se e vive com a avó.,0
sufocar,Esta criança deveria ter sido sufocada no berço.,As pessoas sufocavam com líquido nos pulmões e sangravam abundantemente.,1
proclamar,A Missão do Instituto [...] proclama que Jesus Cristo veio para que todos tenham vida.,Talvez por isso os adeptos do Pp proclamavam o seu líder como alcaide [...].,0
facilitar,"O convés é amplo e simples, facilitando as manobras e a movimentação dos tripulantes.","[...] o facto de possuir a inscrição na Segurança Social ""facilita o aluguer de imóveis [...]"".",1
murar,O presidente da câmara [...] prometeu murar o terreno [...].,Comprei-lhe aquele bocado que estava murado e pronto.,1
planar,O parapente [...] permite planar durante largos minutos.,"Por vezes, parecia uma ave solta, que voava planando.",1
hospitalizar,[...] a decisão de hospitalizar em Paris o líder palestiniano [...].,"Outro timorense, ainda não identificado, foi hospitalizado por ter sido torturado após a detenção.",1
afiançar,"É um dos melhores treinadores portugueses, afiança o presidente da comissão.","[...] participaram dois veterinários, um dos quais afiançou ser [...] necessário ter cuidado [...].",1
votar,"Se o Presidente da República vetar a lei, votarei contra o meu próprio partido.","Ao mesmo tempo, anuncia que o PSD irá votar contra as propostas [...].",1
substituir,Esta pista substitui o tradicional circuito de Paul Ricard como cenário da prova francesa.,Boris Ieltsin substituiu ontem Anatoli Chubais por Mikhail Zadornov [...].,0
silenciar,Lobo Xavier tentou rapidamente silenciar os irrequietos militantes da JC.,"No entanto, se os dois homens decidiram silenciar o seu conflito [...].",1
lamentar,"E lamento muito não o ter feito, porque talvez o meu trabalho sobre ele tivesse sido melhor .",Os armadores algarvios também se lamentam do fraco apoio que recebem [...].,0
arrancar,"Aqui podes entrar à vontade, que este senhor doutor não arranca dentes... """,A alcatifa foi arrancada no sítio onde o corpo caiu.,0
compensar,"Em troca, os operadores vão dar [...] para compensar os trabalhadores da perda destas regalias.","Depende do caso, mas a tributação conjunta compensa para casais com rendimentos dispares.",0
recalcar,Sustento [...] que aquela Igreja que recalca a sexualidade [...].,"Porque foi violada e, durante 15 anos, nunca falou do assunto, recalcando todo o sofrimento.",1
adiantar,A Triumph adiantou-se à BMW e mostrou a sua versão “adventure” da maxitrail Tiger.,Adianta-lhe rezar para tentar vencer Jesus e os seus discípulos?,0
forçar,[...] confessou que também tinha sido forçada a ter relações sexuais contra a sua vontade. ,Um grupo de pessoas forçou parte da vedação entre a Grécia e a Macedónia em Idomeni.,0
enunciar,As razões desta medida foram enunciadas pelo Presidente russo.,"E [...] enunciou que a sua diferença está ""em encarar o rigor económico com consciência social"".",1
queimar,No decurso dos incidentes foram também queimados caixotes do lixo [...].,As latas serão ainda envolvidas num material especial que evitará que os clientes queimem as mãos.,0
pulular,Frente às lojas de artefactos pululam os vendedores ambulantes [...].,"No mar pulula o peixe (corvinas, badejos, chernes e garoupas, só para citar alguns).",1
anunciar,"Nessa ocasião, Carrilho anunciou a disponibilização de uma verba de 100 mil contos [...].","Queremos negociar, anunciou, acrescentando que o estado de saúde da sua mãe é delicado.",1
imortalizar,Marilyn Monroe vai ser imortalizada em 1995 num selo postal norte-americano [...].,[...] o irlandês que o veio a imortalizar numa novela [...].,1
estimar,Os cientistas estimam que cerca de metade dos casos de cancros esteja associada a mutações [...].,[...] o homem era estimado por todos.,0
recitar,"Foi o que fez em Carção, onde apenas deu tempo a que uma menina lhe recitasse um lindo poema.","Achou-se um dia o rei dos animais [...], recitou [...] o advogado Neto Brandão.",1
vingar,[...] Lee [...] regressa à vida para se vingar dos seus assassinos.,[...] Sally Gunnell não desperdiçou a oportunidade para se vingar da sua primeira derrota [...].,1
encomendar,A companhia aérea espanhola Air Europa encomendou 10 aviões [...].,[...] referiu-se a um livro que lhe encomendaram.,1
enfraquecer,A autoridade chinesa foi enfraquecendo nos últimos anos da dinastia Qing.,[...] o coração enfraqueceu [...].,1
viver,Miguel Ângelo viveu até aos 89 anos e teve oportunidade de dar largas a todos os seus dons.,Os pais estão a divorciar-se e vive com a avó.,0
reservar,Os socialistas já deram [...] sinais de como os apreciam e lhes reservam uma zona [...].,A palavra empreendedor costumava ser reservada às pessoas [...].,1
laquear,"Laquearam os vasos, para estancar as hemorragias [...].",Uma outra mulher ficou com as trompas laqueadas aos 20 anos [...].,1
reaver,Queriam reaver as terras e pretendiam quebrar o contrato [...].,Os 30 por cento considerados serão reavidos em 10 anos.,1
suspeitar,A polícia suspeita que o local fosse utilizado para torturar os seguidores [...].,[...] a nova subgerente [...] suspeitou do facto de terem sido emitidos dois cheques [...].,0
identificar,Os seus torturadores queriam [...] que fossem identificados todos os outros [...].,Talvez porque se identificou com ele .,0
contar,[...] é um dos produtos com que Armando Oliveira conta para que o CIFM se possa autofinanciar.,"Entretanto, quem queira [...] contar aos descendentes que viu um espectáculo [...].",0
cumprir,[...] aqueles que se surpreendem com [...] Domingos Pereira [...] ter cumprido apenas seis.,Mas a Europa rica terá agora de cumprir  as promessas de auxílio [...].,1
explicar,O cuidado pode ser explicada pelo facto de o assunto estar a ser estudado [...].,O presidente do SJPF explicou ainda que não podia ter recorrido [...].,0
complicar,[...] o que torna as coisas muito mais complicadas [...].,"E o ""trabalho"" é complicado pelo facto de não lhe ser permitido atacar de frente Balladur [...].",1
afundar,"[...] não representa qualquer perigo [...], por estar afundado numa zona de baixa profundidade.",[...] à desastrosa gestão económica que afundou o país.,1
adormecer,"Antes, adormeceu-o com clorofórmio.",Estacionou em cima de prédio e adormeceu.,1
subtrair,Com os 20 quilos de açúcar que subtraiu a um vagão do porto [...].,[...] manietou o taxista e lhe subtraiu o dinheiro que levava.,1
indicar,Não foi indicado o nome do contrabandista [...].,[...] o nome do especialista [...] que lhe foi indicado pela Comissão Política [...].,1
apertar,"É difícil, numa cúpula de 40 metros de comprimento, você apertar um botão e fazê-la caminhar.",O momento mais dramático de todo o incidente foi quando o detido apertou mesmo o gatilho [...].,1
refletir,O PCP considera que as reduções de crescimento de despesa se reflectem nas áreas sociais [...].,O facto de estarmos perante o Tribunal leva-nos [...] a reflectir sobre a justiça militar em si.,0
escapar,Como não escapa o facto de que anunciar [...].,"Nem o esplendor de ""A Love Supreme"", de John Coltrane, escapa.",0
habilitar,[...] habilitar os indivíduos a conhecerem o seu mundo [...].,Ninguém  [...] está habilitado a ordenar a retirada  [...].,1
prensar,As respectivas companhias-mãe estão por agora a prensar registos [...].,[...] os discos foram prensados na Valentim de Carvalho.,1
sujar,Mas havia dias em que o menino Carlos não sujava o pijama com lama.,"Importante é não esquecer uns bocadinhos de giz para espalhar, sujar as mãos e dar o ar.",1
explicar,O facto de este ser o primeiro torneio [...] explica certamente os meus êxitos [...].,O presidente do SJPF explicou ainda que não podia ter recorrido [...].,0
espalhar,"[...] cujos ""greens"" estão espalhados pelo Universo.",[...] estes dispositivos municipais que se espalharão um pouco por todo o concelho.,1
passar,"Não, nada disso, os primeiros anos são passados a jogar à bola.",Os impérios passam e as civilizações ficam [...].,0
roubar,"Um padre católico vai ser julgado pela acusação de ter roubado 2,8 milhões [...].","Fui roubado, o consulado não me deu dinheiro e fui comer uma boa refeição.",1
contrapor,Teve engenho para contrapor a pretensão de Monteiro a uma citação [...].,"[...] a nota [...] contrapõe o ""abundante noticiário"" [...] ao facto de não ter havido [...].",1
chatear,João: nunca mais te chateio por causa dos meus filmes do Tati.,"Estava apenas um bocado chateado, mas cheio de força.",1
intercetar,Foi já no portão da herdade que os dois homens [...] foram interceptados.,"A conversa terá decorrido através de um telefone móvel, altura em que foi interceptada e gravada.",1
arredar,O seu nome não está arredado dos cenários traçados para as presidenciais.,"Por vezes, os valores de Cristo estão arredados da civilização [...].",1
grudar,[...] uma guerra virtual [...] que grudou muita gente ao pequeno ecrã [...].,Esse máximo ainda está bem grudado e só o agora retirado Wilson Kipketer parece poder lá chegar.,1
alargar,"A empresa TCB [...], alargou a sua área de intervenção a zonas rurais [...].",Em 2003 a CAA alargou a sua atividade a vários países da Europa.,0
ofuscar,[...] o poste dos Houston Rockets está a ofuscar a equipa de futebol da Nigéria.,"Ficam demasiado ofuscados pelo orgulho, queriam mais.",1
legar,A Fábrica Escola Irmãos Stephens foi legada ao Estado em 1826 por João Diogo Stephens.,O incunábulo [...] foi-lhe legado pelo arcebispo bracarense D. João Amorim Pessoa.,1
besuntar,[...] a miudagem besuntava a sela [...].,[...] as clientes têm ainda a possibilidade de serem besuntadas [...].,1
apanhar,"Curiosamente, quem apanhou o estandarte caído foram os nacionalistas do BJP.","Apanharam a via rápida Dolly Madison, passaram pela CIA e voltaram para o parque de Fort Marcy.",0
mostrar,O Benfica mostrou assim a sua superioridade [...].,[...] dez fossas [...] foram mostradas a grupos de jornalistas [...].,0
benzer,"[...] todo o dinheiro e objectos de ouro [...] seriam benzidos por outras ""benzedeiras"" [...].",Era ele [...] quem dava autógrafos e se benzia [...].,1
serpentear,A multidão [...] era tanta que teve de serpentear por várias artérias [...].,A estrada que serpenteava de Seia para a Torre estava atulhada de latas e garrafas de plástico.,1
rejeitar,"Não dou, rejeita uma das interpeladas.",[...] um parecer que apenas foi rejeitado pelo PCP [...].,0
estender,"Há dias em que o fumo é tanto que nem podemos estender a roupa, acrescenta.",Em todas as passagens do navio são estendidos fios de algodão.,1
inundar,"A ribeira do Farelo [...] transbordou, inundando casas [...].",Duas casas ficaram inundadas em S. Miguel [...].,1
morder,"[...] grita as suas memórias, enquanto morde um chouriço assado [...].","Por favor, não me morda o pescoço.",1
pincelar,Misture o sumo de laranja ao Cointreau e pincele o bolo.,[...] o padrão era depois pincelado a guache com as cores desejadas.,1
noticiar,"Ontem, toda a imprensa britânica noticiava o caso [...].","[...] a cidade está efectivamente nas mãos dos rebeldes, noticiou ontem [...].",1
engraxar,"Já engraxei sete ministros e todos me estimaram bem leia-se ""todos me pagaram bem"".",Ambos vestem uniformes novos e muito limpos e até as botas estão engraxadas e reluzentes.,0
embalsamar,"[...] recorda Joaquim Caneiro, o enfermeiro que ""embalsamou"" o corpo do único fuzileiro [...].",[...] o corpo ficou mal embalsamado .,1
esclarecer,O encontro [...] serviu ainda para esclarecer a posição do município [...].,"E esclareceu que é uma pessoa ""normal"", que anda a ""estudar"".",1
acertar,Mais raras ainda foram as vezes em que se acertou na escolha.,O que [...] foi dito por Clinton no Brasil foi o que [...] foi acertado [pelos] dois países [...].,0
contestar,O governante insular contesta que tal disposição tenha sido aplicada na Madeira [...].,"[...] na Suíça, ninguém contestou o facto de o desenvolvimento de uma vacina [...].",0
abandalhar,[...] quem vai continuar a beneficiar são os industriais do sector [...].,[...] há quatro anos o parque estava cheio de gente mas que nos últimos meses “abandalhou-se”.,1
descontar,Trata-se de pessoal [...] cumprindo horários e [...] sem descontar para a Segurança Social.,[...] podendo o trabalhador ficar apenas com [...] ao descontar metade para o intermediário [...].,0
ensopar,"Lágrimas gordas inundaram a terra, encharcaram as plantas, ensoparam os homens e os animais.","Quando a chuva cai, a água [...] ensopa o lixo espalhado pelo chão ou escorre pelo soalho.",1
determinar,[...] o juiz determinou a imediata expulsão do país.,[...] tendo sido determinada [...] a substituição do general Rui Espadinha [...].,1
privar,Vocês têm que se privar de ter sexo durante duas semanas.,O rapaz fica furioso ao saber que foi privado de uma boa vida e não perdoa Homero.,0
assegurar,[...] conforme foi assegurado pelo general Palaguna.,Os especialistas da vida animal asseguram que as brincadeiras com trombas não são perigosas [...].,1
ordenar,[...] a expedição teria sido ordenada por Boris Ieltsin [...].,[...] foi-me ordenado que saísse [...].,1
abarrotar,"Nessa zona, as esplanadas abarrotavam de gente [...].",Regressou com os porões a abarrotar de riquezas.,1
exibir,"O príncipe nada mais sabe senão exibir a sua paixão, mostrando-se inábil para a alimentar.","O Instituto Francês do Porto exibe o filme ""Paris, Texas"", de Wim Wenders, às 16h.",1
informar,"Ao princípio pensámos: vamos alterar essa situação, informa Marques da Silva.","[...] fomos informados de que ""o caso estava com o subsecretário [...]"".",1
contar,Os organizadores contavam com a adesão dos jovens e estudantes [...].,Foi a mãe que lhe contou [...].,0
comentar,Um dos assessores [...] comentou ao Público que se trata apenas de uma vitória [...].,E recordo ainda a história de um amigo meu [...].,1
gostar,Porque Hitchcock também gostava de histórias de amor .,As pessoas neuróticas que não gostam de tomar fármacos ?,1
falhar,"[...] a autarquia falhou com os pagamentos devidos, os trabalhos pararam.","O ataque falhou, mas muitos mortos e feridos caíram dos dois lados.",0
divulgar,Quando os resultados das eleições começaram a ser divulgados.,A homenagem [...] teve por objectivo essencial divulgar a raça junto de todos os turistas.,1
